M,Z
892.974,-14.102
893.974,-14.108
894.974,-14.114
895.974,-14.12
896.973,-14.127
897.973,-14.133
898.973,-14.139
899.973,-14.145
900.973,-14.151
901.973,-14.157
902.973,-14.163
903.973,-14.169
904.973,-14.175
905.973,-14.181
906.973,-14.187
907.973,-14.193
908.973,-14.199
909.973,-14.205
910.973,-14.211
911.973,-14.217
912.973,-14.223
913.973,-14.229
914.973,-14.235
915.973,-14.241
916.973,-14.247
917.973,-14.253
918.973,-14.259
919.973,-14.264
920.973,-14.27
921.973,-14.265
922.973,-14.26
923.973,-14.255
924.973,-14.249
925.973,-14.244
926.973,-14.238
927.973,-14.233
928.973,-14.227
929.973,-14.221
930.972,-14.215
931.972,-14.209
932.972,-14.203
933.972,-14.197
934.972,-14.19
935.972,-14.184
936.972,-14.177
937.972,-14.171
938.972,-14.164
939.972,-14.157
940.972,-14.15
941.972,-14.143
942.972,-14.136
943.972,-14.129
944.972,-14.121
945.972,-14.113
946.972,-14.106
947.972,-14.098
948.972,-14.09
949.972,-14.082
950.972,-14.074
951.972,-14.066
952.972,-14.058
953.972,-14.05
954.972,-14.041
955.972,-14.033
956.972,-14.024
957.972,-14.015
958.972,-14.006
959.972,-13.997
960.972,-13.988
961.972,-13.979
962.972,-13.97
963.972,-13.96
964.971,-13.951
965.971,-13.941
966.971,-13.931
967.971,-13.922
968.971,-13.912
969.971,-13.902
970.971,-13.892
971.971,-13.881
972.971,-13.867
973.971,-13.85
974.971,-13.834
975.971,-13.817
976.971,-13.801
977.971,-13.785
978.971,-13.768
979.971,-13.752
980.971,-13.735
981.971,-13.719
982.971,-13.702
983.971,-13.686
984.971,-13.669
985.971,-13.653
986.971,-13.636
987.971,-13.62
988.971,-13.603
989.971,-13.587
990.971,-13.57
991.971,-13.554
992.971,-13.537
993.971,-13.52
994.971,-13.504
995.971,-13.487
996.971,-13.47
997.971,-13.454
998.97,-13.437
999.97,-13.42
1000.97,-13.404
1001.97,-13.387
1002.97,-13.37
1003.97,-13.354
1004.97,-13.337
1005.97,-13.32
1006.97,-13.303
1007.97,-13.287
1008.97,-13.27
1009.97,-13.253
1010.97,-13.236
1011.97,-13.219
1012.97,-13.203
1013.97,-13.186
1014.97,-13.169
1015.97,-13.152
1016.97,-13.135
1017.97,-13.118
1018.97,-13.101
1019.97,-13.085
1020.97,-13.068
1021.97,-13.051
1022.97,-13.034
1023.97,-13.017
1024.97,-13
1025.97,-12.983
1026.97,-12.966
1027.97,-12.949
1028.97,-12.932
1029.97,-12.915
1030.97,-12.898
1031.97,-12.881
1032.969,-12.864
1033.969,-12.847
1034.969,-12.829
1035.969,-12.812
