Code, FullName, CodeName, 
6755, Korrelgroottefractie in % in klasse DD50 drooggewicht in bodem/sediment                                                   , 6755%7CKorrelgroottefractie+in+%25+in+klasse+DD50+drooggewicht+in+bodem%2Fsediment                                                               , 
6756, Korrelgroottefractie in % in klasse DD51 drooggewicht in bodem/sediment                                                   , 6756%7CKorrelgroottefractie+in+%25+in+klasse+DD51+drooggewicht+in+bodem%2Fsediment                                                               , 
6757, Korrelgroottefractie in % in klasse DD52 drooggewicht in bodem/sediment                                                   , 6757%7CKorrelgroottefractie+in+%25+in+klasse+DD52+drooggewicht+in+bodem%2Fsediment                                                               , 
6758, Korrelgroottefractie in % in klasse DD53 drooggewicht in bodem/sediment                                                   , 6758%7CKorrelgroottefractie+in+%25+in+klasse+DD53+drooggewicht+in+bodem%2Fsediment                                                               , 
6759, Korrelgroottefractie in % in klasse DD54 drooggewicht in bodem/sediment                                                   , 6759%7CKorrelgroottefractie+in+%25+in+klasse+DD54+drooggewicht+in+bodem%2Fsediment                                                               , 
6815, Korrelgroottefractie in % in klasse DUG2000 drooggewicht in bodem/sediment                                                , 6815%7CKorrelgroottefractie+in+%25+in+klasse+DUG2000+drooggewicht+in+bodem%2Fsediment                                                            , 
6285, Kwik 203 in mBq/l in oppervlaktewater                                                                                     , 6285%7CKwik+203+in+mBq%2Fl+in+oppervlaktewater                                                                                                   , 
2196, Kwik in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                             , 2196%7CKwik+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                       , 
464, Kwik in mg/kg drooggewicht in bodem/sediment                                                                              , 464%7CKwik+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                           , 
509, Kwik in mg/kg drooggewicht in zwevende stof                                                                               , 509%7CKwik+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                              , 
321, Kwik in ug/l in oppervlaktewater                                                                                          , 321%7CKwik+in+ug%2Fl+in+oppervlaktewater                                                                                                         , 
322, Kwik in ug/l na filtratie in oppervlaktewater                                                                             , 322%7CKwik+in+ug%2Fl+na+filtratie+in+oppervlaktewater                                                                                            , 
7175, Lambda-cyhalothrin in ug/l in oppervlaktewater                                                                            , 7175%7CLambda-cyhalothrin+in+ug%2Fl+in+oppervlaktewater                                                                                          , 
2203, Lanthaan in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                         , 2203%7CLanthaan+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                   , 
1917, Lanthaan in mg/kg drooggewicht in bodem/sediment                                                                          , 1917%7CLanthaan+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                      , 
1093, Lanthaan in mg/kg drooggewicht in zwevende stof                                                                           , 1093%7CLanthaan+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                         , 
960, Linuron in ug/l in oppervlaktewater                                                                                       , 960%7CLinuron+in+ug%2Fl+in+oppervlaktewater                                                                                                      , 
2204, Lithium in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                          , 2204%7CLithium+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                    , 
8248, Lithium in mg/kg drooggewicht in bodem/sediment                                                                           , 8248%7CLithium+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                       , 
1089, Lithium in mg/kg drooggewicht in zwevende stof                                                                            , 1089%7CLithium+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                          , 
336, Lithium in ug/l in oppervlaktewater                                                                                       , 336%7CLithium+in+ug%2Fl+in+oppervlaktewater                                                                                                      , 
337, Lithium in ug/l na filtratie in oppervlaktewater                                                                          , 337%7CLithium+in+ug%2Fl+na+filtratie+in+oppervlaktewater                                                                                         , 
8053, Lood 210 in Bq/kg diameter < 63 um drooggewicht in bodem/sediment                                                         , 8053%7CLood+210+in+Bq%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                   , 
669, Lood 210 in Bq/kg drooggewicht in zwevende stof                                                                           , 669%7CLood+210+in+Bq%2Fkg+drooggewicht+in+zwevende+stof                                                                                          , 
2198, Lood in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                             , 2198%7CLood+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                       , 
470, Lood in mg/kg drooggewicht in bodem/sediment                                                                              , 470%7CLood+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                           , 
512, Lood in mg/kg drooggewicht in zwevende stof                                                                               , 512%7CLood+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                              , 
366, Lood in ug/l in oppervlaktewater                                                                                          , 366%7CLood+in+ug%2Fl+in+oppervlaktewater                                                                                                         , 
367, Lood in ug/l na filtratie in oppervlaktewater                                                                             , 367%7CLood+in+ug%2Fl+na+filtratie+in+oppervlaktewater                                                                                            , 
1024, Lood in ug/l particulair gebonden in oppervlaktewater                                                                     , 1024%7CLood+in+ug%2Fl+particulair+gebonden+in+oppervlaktewater                                                                                   , 
8046, Lutetium 177 in Bq/kg diameter < 63 um drooggewicht in bodem/sediment                                                     , 8046%7CLutetium+177+in+Bq%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                               , 
7443, Lutetium 177 in Bq/kg drooggewicht in zwevende stof                                                                       , 7443%7CLutetium+177+in+Bq%2Fkg+drooggewicht+in+zwevende+stof                                                                                     , 
7612, Lutetium 177 in mBq/l in oppervlaktewater                                                                                 , 7612%7CLutetium+177+in+mBq%2Fl+in+oppervlaktewater                                                                                               , 
8421, Lutetium in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                         , 8421%7CLutetium+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                   , 
6787, Lutetium in mg/kg drooggewicht in bodem/sediment                                                                          , 6787%7CLutetium+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                      , 
6788, Lutetium in mg/kg drooggewicht in zwevende stof                                                                           , 6788%7CLutetium+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                         , 
1090, Magnesium in g/kg drooggewicht in zwevende stof                                                                           , 1090%7CMagnesium+in+g%2Fkg+drooggewicht+in+zwevende+stof                                                                                         , 
2205, Magnesium in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                        , 2205%7CMagnesium+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                  , 
2048, Magnesium in mg/kg drooggewicht in bodem/sediment                                                                         , 2048%7CMagnesium+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                     , 
342, Magnesium in mg/l in oppervlaktewater                                                                                     , 342%7CMagnesium+in+mg%2Fl+in+oppervlaktewater                                                                                                    , 
343, Magnesium in mg/l na filtratie in oppervlaktewater                                                                        , 343%7CMagnesium+in+mg%2Fl+na+filtratie+in+oppervlaktewater                                                                                       , 
961, Malathion in ug/l in oppervlaktewater                                                                                     , 961%7CMalathion+in+ug%2Fl+in+oppervlaktewater                                                                                                    , 
8047, Mangaan 54 in Bq/kg diameter < 63 um drooggewicht in bodem/sediment                                                       , 8047%7CMangaan+54+in+Bq%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                 , 
657, Mangaan 54 in Bq/kg drooggewicht in zwevende stof                                                                         , 657%7CMangaan+54+in+Bq%2Fkg+drooggewicht+in+zwevende+stof                                                                                        , 
6218, Mangaan 54 in mBq/l in oppervlaktewater                                                                                   , 6218%7CMangaan+54+in+mBq%2Fl+in+oppervlaktewater                                                                                                 , 
2206, Mangaan in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                          , 2206%7CMangaan+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                    , 
654, Mangaan in mg/kg drooggewicht in bodem/sediment                                                                           , 654%7CMangaan+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                        , 
655, Mangaan in mg/kg drooggewicht in zwevende stof                                                                            , 655%7CMangaan+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                           , 
344, Mangaan in ug/l in oppervlaktewater                                                                                       , 344%7CMangaan+in+ug%2Fl+in+oppervlaktewater                                                                                                      , 
345, Mangaan in ug/l na filtratie in oppervlaktewater                                                                          , 345%7CMangaan+in+ug%2Fl+na+filtratie+in+oppervlaktewater                                                                                         , 
2356, Medinoterbacetaat in ug/l in oppervlaktewater                                                                             , 2356%7CMedinoterbacetaat+in+ug%2Fl+in+oppervlaktewater                                                                                           , 
5132, Menthol in ug/l in oppervlaktewater                                                                                       , 5132%7CMenthol+in+ug%2Fl+in+oppervlaktewater                                                                                                     , 
2833, Metamitron in ug/l in oppervlaktewater                                                                                    , 2833%7CMetamitron+in+ug%2Fl+in+oppervlaktewater                                                                                                  , 
974, Metazachloor in ug/l in oppervlaktewater                                                                                  , 974%7CMetazachloor+in+ug%2Fl+in+oppervlaktewater                                                                                                 , 
963, Methabenzthiazuron in ug/l in oppervlaktewater                                                                            , 963%7CMethabenzthiazuron+in+ug%2Fl+in+oppervlaktewater                                                                                           , 
3476, Methidathion in ug/l in oppervlaktewater                                                                                  , 3476%7CMethidathion+in+ug%2Fl+in+oppervlaktewater                                                                                                , 
2160, Methiocarb in ug/l in oppervlaktewater                                                                                    , 2160%7CMethiocarb+in+ug%2Fl+in+oppervlaktewater                                                                                                  , 
2161, Methiocarbsulfon in ug/l in oppervlaktewater                                                                              , 2161%7CMethiocarbsulfon+in+ug%2Fl+in+oppervlaktewater                                                                                            , 
962, Methobromuron in ug/l in oppervlaktewater                                                                                 , 962%7CMethobromuron+in+ug%2Fl+in+oppervlaktewater                                                                                                , 
966, Methomyl in ug/l in oppervlaktewater                                                                                      , 966%7CMethomyl+in+ug%2Fl+in+oppervlaktewater                                                                                                     , 
771, Methyl-4-chloorfenoxyazijnzuur-2 in ug/l in oppervlaktewater                                                              , 771%7CMethyl-4-chloorfenoxyazijnzuur-2+in+ug%2Fl+in+oppervlaktewater                                                                             , 
772, Methyl-4-chloorfenoxyboterzuur-2 in ug/l in oppervlaktewater                                                              , 772%7CMethyl-4-chloorfenoxyboterzuur-2+in+ug%2Fl+in+oppervlaktewater                                                                             , 
773, Methyl-4-chloorfenoxypropionzuur-2 (mecoprop) in ug/l in oppervlaktewater                                                 , 773%7CMethyl-4-chloorfenoxypropionzuur-2+%28mecoprop%29+in+ug%2Fl+in+oppervlaktewater                                                            , 
7178, Methyl-metsulfuron in ug/l in oppervlaktewater                                                                            , 7178%7CMethyl-metsulfuron+in+ug%2Fl+in+oppervlaktewater                                                                                          , 
3199, Methyl-tertiair-butylether in ug/l in oppervlaktewater                                                                    , 3199%7CMethyl-tertiair-butylether+in+ug%2Fl+in+oppervlaktewater                                                                                  , 
872, Methylazinfos in ug/l in oppervlaktewater                                                                                 , 872%7CMethylazinfos+in+ug%2Fl+in+oppervlaktewater                                                                                                , 
240, Methylchinoline-2 in ug/l in oppervlaktewater                                                                             , 240%7CMethylchinoline-2+in+ug%2Fl+in+oppervlaktewater                                                                                            , 
3474, Methylchloorpyrifos in ug/l in oppervlaktewater                                                                           , 3474%7CMethylchloorpyrifos+in+ug%2Fl+in+oppervlaktewater                                                                                         , 
3170, Methylmethacrylaat in ug/l in oppervlaktewater                                                                            , 3170%7CMethylmethacrylaat+in+ug%2Fl+in+oppervlaktewater                                                                                          , 
241, Methylnaftaleen-2 in ug/l in oppervlaktewater                                                                             , 241%7CMethylnaftaleen-2+in+ug%2Fl+in+oppervlaktewater                                                                                            , 
973, Metolachloor in ug/l in oppervlaktewater                                                                                  , 973%7CMetolachloor+in+ug%2Fl+in+oppervlaktewater                                                                                                 , 
969, Metoxuron in ug/l in oppervlaktewater                                                                                     , 969%7CMetoxuron+in+ug%2Fl+in+oppervlaktewater                                                                                                    , 
7207, Metribuzin in ug/l in oppervlaktewater                                                                                    , 7207%7CMetribuzin+in+ug%2Fl+in+oppervlaktewater                                                                                                  , 
970, Mevinfos in ug/l in oppervlaktewater                                                                                      , 970%7CMevinfos+in+ug%2Fl+in+oppervlaktewater                                                                                                     , 
662, Minerale olie in mg/kg drooggewicht in bodem/sediment                                                                     , 662%7CMinerale+olie+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                  , 
663, Minerale olie in mg/kg drooggewicht in zwevende stof                                                                      , 663%7CMinerale+olie+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                     , 
361, Minerale olie in mg/kg in oppervlaktewater                                                                                , 361%7CMinerale+olie+in+mg%2Fkg+in+oppervlaktewater                                                                                               , 
6239, Molybdeen 99 in mBq/l in oppervlaktewater                                                                                 , 6239%7CMolybdeen+99+in+mBq%2Fl+in+oppervlaktewater                                                                                               , 
5935, Molybdeen in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                        , 5935%7CMolybdeen+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                  , 
6782, Molybdeen in mg/kg drooggewicht in bodem/sediment                                                                         , 6782%7CMolybdeen+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                     , 
1198, Molybdeen in mg/kg drooggewicht in zwevende stof                                                                          , 1198%7CMolybdeen+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                        , 
5021, Molybdeen in ug/l in oppervlaktewater                                                                                     , 5021%7CMolybdeen+in+ug%2Fl+in+oppervlaktewater                                                                                                   , 
5019, Molybdeen in ug/l na filtratie in oppervlaktewater                                                                        , 5019%7CMolybdeen+in+ug%2Fl+na+filtratie+in+oppervlaktewater                                                                                      , 
339, Monobutyltin (kation) in ng/l in oppervlaktewater                                                                         , 339%7CMonobutyltin+%28kation%29+in+ng%2Fl+in+oppervlaktewater                                                                                    , 
5890, Monobutyltin (kation) in ng/l uitgedrukt in tin in oppervlaktewater                                                       , 5890%7CMonobutyltin+%28kation%29+in+ng%2Fl+uitgedrukt+in+tin+in+oppervlaktewater                                                                 , 
2843, Monobutyltin (kation) in ug/kg diameter < 63 um drooggewicht in bodem/sediment                                            , 2843%7CMonobutyltin+%28kation%29+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                  , 
2846, Monobutyltin (kation) in ug/kg drooggewicht in zwevende stof                                                              , 2846%7CMonobutyltin+%28kation%29+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                        , 
2298, Monobutyltin (kation) in ug/kg uitgedrukt in tin / drooggewicht in zwevende stof                                          , 2298%7CMonobutyltin+%28kation%29+in+ug%2Fkg+uitgedrukt+in+tin+%2F+drooggewicht+in+zwevende+stof                                                  , 
6184, Monofenyltin (kation) in ng/l in oppervlaktewater                                                                         , 6184%7CMonofenyltin+%28kation%29+in+ng%2Fl+in+oppervlaktewater                                                                                   , 
5887, Monofenyltin (kation) in ng/l uitgedrukt in tin in oppervlaktewater                                                       , 5887%7CMonofenyltin+%28kation%29+in+ng%2Fl+uitgedrukt+in+tin+in+oppervlaktewater                                                                 , 
2838, Monofenyltin (kation) in ug/kg diameter < 63 um drooggewicht in bodem/sediment                                            , 2838%7CMonofenyltin+%28kation%29+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                  , 
2848, Monofenyltin (kation) in ug/kg drooggewicht in zwevende stof                                                              , 2848%7CMonofenyltin+%28kation%29+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                        , 
2300, Monofenyltin (kation) in ug/kg uitgedrukt in tin / drooggewicht in zwevende stof                                          , 2300%7CMonofenyltin+%28kation%29+in+ug%2Fkg+uitgedrukt+in+tin+%2F+drooggewicht+in+zwevende+stof                                                  , 
971, Monolinuron in ug/l in oppervlaktewater                                                                                   , 971%7CMonolinuron+in+ug%2Fl+in+oppervlaktewater                                                                                                  , 
972, Monuron in ug/l in oppervlaktewater                                                                                       , 972%7CMonuron+in+ug%2Fl+in+oppervlaktewater                                                                                                      , 
3460, N,n-diethyl-3-methylbenzamide in ug/l in oppervlaktewater                                                                 , 3460%7CN%2Cn-diethyl-3-methylbenzamide+in+ug%2Fl+in+oppervlaktewater                                                                             , 
5125, N-butylbenzeensulfonamide in ug/l in oppervlaktewater                                                                     , 5125%7CN-butylbenzeensulfonamide+in+ug%2Fl+in+oppervlaktewater                                                                                   , 
658, Naftaleen in mg/kg drooggewicht in bodem/sediment                                                                         , 658%7CNaftaleen+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                      , 
659, Naftaleen in mg/kg drooggewicht in zwevende stof                                                                          , 659%7CNaftaleen+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                         , 
349, Naftaleen in ug/l in oppervlaktewater                                                                                     , 349%7CNaftaleen+in+ug%2Fl+in+oppervlaktewater                                                                                                    , 
5032, Nat gewicht totaal in g in zwevende stof                                                                                  , 5032%7CNat+gewicht+totaal+in+g+in+zwevende+stof                                                                                                  , 
693, Natgewicht in g in bodem/sediment                                                                                         , 693%7CNatgewicht+in+g+in+bodem%2Fsediment                                                                                                        , 
694, Natgewicht in g in zwevende stof                                                                                          , 694%7CNatgewicht+in+g+in+zwevende+stof                                                                                                           , 
6211, Natrium 22 in mBq/l in oppervlaktewater                                                                                   , 6211%7CNatrium+22+in+mBq%2Fl+in+oppervlaktewater                                                                                                 , 
1091, Natrium in g/kg drooggewicht in zwevende stof                                                                             , 1091%7CNatrium+in+g%2Fkg+drooggewicht+in+zwevende+stof                                                                                           , 
2207, Natrium in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                          , 2207%7CNatrium+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                    , 
8249, Natrium in mg/kg drooggewicht in bodem/sediment                                                                           , 8249%7CNatrium+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                       , 
348, Natrium in mg/l in oppervlaktewater                                                                                       , 348%7CNatrium+in+mg%2Fl+in+oppervlaktewater                                                                                                      , 
2240, Neodymium in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                        , 2240%7CNeodymium+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                  , 
777, Neodymium in mg/kg drooggewicht in bodem/sediment                                                                         , 777%7CNeodymium+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                      , 
778, Neodymium in mg/kg drooggewicht in zwevende stof                                                                          , 778%7CNeodymium+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                         , 
2197, Nikkel in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                           , 2197%7CNikkel+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                     , 
468, Nikkel in mg/kg drooggewicht in bodem/sediment                                                                            , 468%7CNikkel+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                         , 
511, Nikkel in mg/kg drooggewicht in zwevende stof                                                                             , 511%7CNikkel+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                            , 
353, Nikkel in ug/l in oppervlaktewater                                                                                        , 353%7CNikkel+in+ug%2Fl+in+oppervlaktewater                                                                                                       , 
354, Nikkel in ug/l na filtratie in oppervlaktewater                                                                           , 354%7CNikkel+in+ug%2Fl+na+filtratie+in+oppervlaktewater                                                                                          , 
1025, Nikkel in ug/l particulair gebonden in oppervlaktewater                                                                   , 1025%7CNikkel+in+ug%2Fl+particulair+gebonden+in+oppervlaktewater                                                                                 , 
8422, Niobium in mg/kg diameter < 63 um drooggewicht in bodem/sediment                                                          , 8422%7CNiobium+in+mg%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                                                    , 
775, Niobium in mg/kg drooggewicht in bodem/sediment                                                                           , 775%7CNiobium+in+mg%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                                        , 
776, Niobium in mg/kg drooggewicht in zwevende stof                                                                            , 776%7CNiobium+in+mg%2Fkg+drooggewicht+in+zwevende+stof                                                                                           , 
493, Nitraat in mg/l uitgedrukt in stikstof / na filtratie in oppervlaktewater                                                 , 493%7CNitraat+in+mg%2Fl+uitgedrukt+in+stikstof+%2F+na+filtratie+in+oppervlaktewater                                                              , 
492, Nitriet in mg/l uitgedrukt in stikstof / na filtratie in oppervlaktewater                                                 , 492%7CNitriet+in+mg%2Fl+uitgedrukt+in+stikstof+%2F+na+filtratie+in+oppervlaktewater                                                              , 
359, Nitrilotriazijnzuur (nta) in ug/l in oppervlaktewater                                                                     , 359%7CNitrilotriazijnzuur+%28nta%29+in+ug%2Fl+in+oppervlaktewater                                                                                , 
2896, Nitrofenol-4 in ug/l in oppervlaktewater                                                                                  , 2896%7CNitrofenol-4+in+ug%2Fl+in+oppervlaktewater                                                                                                , 
5440, Nonylfenol-4 in ug/l in oppervlaktewater                                                                                  , 5440%7CNonylfenol-4+in+ug%2Fl+in+oppervlaktewater                                                                                                , 
3497, Nuarimol in ug/l in oppervlaktewater                                                                                      , 3497%7CNuarimol+in+ug%2Fl+in+oppervlaktewater                                                                                                    , 
5137, O-allylfenol in ug/l in oppervlaktewater                                                                                  , 5137%7CO-allylfenol+in+ug%2Fl+in+oppervlaktewater                                                                                                , 
2247, Octachloordibenzo-p-dioxine-1,2,3,4,6,7,8,9 in ng/kg drooggewicht in zwevende stof                                        , 2247%7COctachloordibenzo-p-dioxine-1%2C2%2C3%2C4%2C6%2C7%2C8%2C9+in+ng%2Fkg+drooggewicht+in+zwevende+stof                                        , 
2257, Octachloordibenzofuraan-1,2,3,4,6,7,8,9 in ng/kg drooggewicht in zwevende stof                                            , 2257%7COctachloordibenzofuraan-1%2C2%2C3%2C4%2C6%2C7%2C8%2C9+in+ng%2Fkg+drooggewicht+in+zwevende+stof                                            , 
5145, Octacosaan in ug/l in oppervlaktewater                                                                                    , 5145%7COctacosaan+in+ug%2Fl+in+oppervlaktewater                                                                                                  , 
362, Olie in oppervlaktewater                                                                                                  , 362%7COlie+in+oppervlaktewater                                                                                                                   , 
1083, Opgelost organisch koolstof in mg/l na filtratie in oppervlaktewater                                                      , 1083%7COpgelost+organisch+koolstof+in+mg%2Fl+na+filtratie+in+oppervlaktewater                                                                    , 
380, Orthofosfaat in mg/l uitgedrukt in fosfor / na filtratie in oppervlaktewater                                              , 380%7COrthofosfaat+in+mg%2Fl+uitgedrukt+in+fosfor+%2F+na+filtratie+in+oppervlaktewater                                                           , 
975, Oxamyl in ug/l in oppervlaktewater                                                                                        , 975%7COxamyl+in+ug%2Fl+in+oppervlaktewater                                                                                                       , 
5139, Oxoisoforon-4 in ug/l in oppervlaktewater                                                                                 , 5139%7COxoisoforon-4+in+ug%2Fl+in+oppervlaktewater                                                                                               , 
967, Parathion-methyl in ug/l in oppervlaktewater                                                                              , 967%7CParathion-methyl+in+ug%2Fl+in+oppervlaktewater                                                                                             , 
1082, Particulair organisch koolstof in mg/l particulair gebonden in oppervlaktewater                                           , 1082%7CParticulair+organisch+koolstof+in+mg%2Fl+particulair+gebonden+in+oppervlaktewater                                                         , 
3479, Pencycuron in ug/l in oppervlaktewater                                                                                    , 3479%7CPencycuron+in+ug%2Fl+in+oppervlaktewater                                                                                                  , 
6593, Pentabroomdifenylether-2,2',3,4,4' in ug/kg diameter < 63 um drooggewicht in bodem/sediment                               , 6593%7CPentabroomdifenylether-2%2C2%27%2C3%2C4%2C4%27+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                             , 
5411, Pentabroomdifenylether-2,2',3,4,4' in ug/kg drooggewicht in zwevende stof                                                 , 5411%7CPentabroomdifenylether-2%2C2%27%2C3%2C4%2C4%27+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                   , 
5444, Pentabroomdifenylether-2,2',3,4,4' in ug/l in oppervlaktewater                                                            , 5444%7CPentabroomdifenylether-2%2C2%27%2C3%2C4%2C4%27+in+ug%2Fl+in+oppervlaktewater                                                              , 
6594, Pentabroomdifenylether-2,2',4,4',5 in ug/kg diameter < 63 um drooggewicht in bodem/sediment                               , 6594%7CPentabroomdifenylether-2%2C2%27%2C4%2C4%27%2C5+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                             , 
5412, Pentabroomdifenylether-2,2',4,4',5 in ug/kg drooggewicht in zwevende stof                                                 , 5412%7CPentabroomdifenylether-2%2C2%27%2C4%2C4%27%2C5+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                   , 
5445, Pentabroomdifenylether-2,2',4,4',5 in ug/l in oppervlaktewater                                                            , 5445%7CPentabroomdifenylether-2%2C2%27%2C4%2C4%27%2C5+in+ug%2Fl+in+oppervlaktewater                                                              , 
6595, Pentabroomdifenylether-2,2',4,4',6 in ug/kg diameter < 63 um drooggewicht in bodem/sediment                               , 6595%7CPentabroomdifenylether-2%2C2%27%2C4%2C4%27%2C6+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                             , 
5413, Pentabroomdifenylether-2,2',4,4',6 in ug/kg drooggewicht in zwevende stof                                                 , 5413%7CPentabroomdifenylether-2%2C2%27%2C4%2C4%27%2C6+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                   , 
5446, Pentabroomdifenylether-2,2',4,4',6 in ug/l in oppervlaktewater                                                            , 5446%7CPentabroomdifenylether-2%2C2%27%2C4%2C4%27%2C6+in+ug%2Fl+in+oppervlaktewater                                                              , 
797, Pentachloorbenzeen in ug/kg drooggewicht in bodem/sediment                                                                , 797%7CPentachloorbenzeen+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment                                                                             , 
798, Pentachloorbenzeen in ug/kg drooggewicht in zwevende stof                                                                 , 798%7CPentachloorbenzeen+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                                                , 
800, Pentachloorbenzeen in ug/l in oppervlaktewater                                                                            , 800%7CPentachloorbenzeen+in+ug%2Fl+in+oppervlaktewater                                                                                           , 
2225, Pentachloorbifenyl-2,2',4,5,5' in ug/kg diameter < 63 um drooggewicht in bodem/sediment                                   , 2225%7CPentachloorbifenyl-2%2C2%27%2C4%2C5%2C5%27+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                 , 
472, Pentachloorbifenyl-2,2',4,5,5' in ug/kg drooggewicht in bodem/sediment                                                    , 472%7CPentachloorbifenyl-2%2C2%27%2C4%2C5%2C5%27+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment                                                     , 
513, Pentachloorbifenyl-2,2',4,5,5' in ug/kg drooggewicht in zwevende stof                                                     , 513%7CPentachloorbifenyl-2%2C2%27%2C4%2C5%2C5%27+in+ug%2Fkg+drooggewicht+in+zwevende+stof                                                        , 
369, Pentachloorbifenyl-2,2',4,5,5' in ug/l in oppervlaktewater                                                                , 369%7CPentachloorbifenyl-2%2C2%27%2C4%2C5%2C5%27+in+ug%2Fl+in+oppervlaktewater                                                                   , 
8361, Pentachloorbifenyl-2,2',4,5,5' in ug/l opgelost in oppervlaktewater                                                       , 8361%7CPentachloorbifenyl-2%2C2%27%2C4%2C5%2C5%27+in+ug%2Fl+opgelost+in+oppervlaktewater                                                         , 
2227, Pentachloorbifenyl-2,3',4,4',5 in ug/kg diameter < 63 um drooggewicht in bodem/sediment                                   , 2227%7CPentachloorbifenyl-2%2C3%27%2C4%2C4%27%2C5+in+ug%2Fkg+diameter+%3C+63+um+drooggewicht+in+bodem%2Fsediment                                 , 
474, Pentachloorbifenyl-2,3',4,4',5 in ug/kg drooggewicht in bodem/sediment                                                    , 474%7CPentachloorbifenyl-2%2C3%27%2C4%2C4%27%2C5+in+ug%2Fkg+drooggewicht+in+bodem%2Fsediment                                                     , 
