CHANGE_ID,REPORT_DATE,DATE_CLOSED,REPORTER,REQUEST,TABLES_AFFECTED,CODES_AFFECTED,COMMENT,ACTION
2020128,4-12-2020,18-1-2021,Nicholas Brown; Geoscience Australia,Add and amend Australia transformations,,,NaN,"Added scopes 1275 and 1276, transformations 9682, 9684, 9686 and 9688-91, and concatenated operations 9683, 9685 and 9687. Deprecated transformations 9461 and 9465 and added replacements 9692 and 9693. For CRS 9458, deleted geoid model (defining operation) 9461 and added replacement 9692. For transformations 1150 and 15979, amended remarks. For transformations 8450, 15788 and 15789, amended scope and remarks. For transformation 1458, added supersession trail. For transformations 1665-69, changed accuracy from 1m to 3m and amended remarks. For transformation 1803, changed accuracy from 0.1m to 0.5m and amended scope. For transformations 15785 and 15786, changed accuracy from 1m to 2.9m and amended scope and remarks. For transformations and 15980, amended scope. For datum 6283, deleted remarks."
2021009,3-2-2021,5-2-2021,Arne Ofstad; Norwegian Hydrographic Service,Correct Norway vertical information,,,NaN,"For vertical CRS 9672, added suffix 'depth' to name, added previous name as alias, amended information source. For datum 1301, amended information source."
200238,28-5-2002,22-6-2002,Anna Andersen; Andersen Petroleum Services,Clarify transformations for Senegal,,,NaN,Added remarks to transformation codes 1101 1102 1104 and 1105. Added transformations 1828 and 8633.
20024,16-6-2002,22-6-2002,Paul Dowd; FGPS,Check coordinate operation parameter value,,,NaN,Deprecated tfm 1335 and added replacement 1827. For tfm 1025 changed unit for latitude and longitude from degree/minute to degree.
200247,7-6-2002,13-7-2002,Roar Nilsen; PGS,Add east Malaysia transformation,,1592,NaN,"Added area 2780, tfm 1852. Added remarks re Lela field to tfm 1592. Added remarks re metric supersession to proj 1956-57 and projCRS 29871-72."
200135,27-6-2001,6-11-2001,Melita Kennedy; ESRI,Correct transformation for Alberta,,1602,NaN,1602 deprecated in v6.0 and deleted in v5.3; replaced with 1752.
200136,27-6-2001,6-11-2001,Melita Kennedy; ESRI,Correct information source for Belgium,,,NaN,Updated information source url.
200262,29-8-2002,21-1-2003,Roger Lott; BP,Add new UK and Ireland data,,1314,NaN,"Deprecated tfm 1681. Added area 2792-2803, vert datum 5138-5148, vertCRS 5740-50; coord op param 8668-8693, coord op method 9637, tfm 1039-42. Amended remarks to tfm 1036. Added remarks to geod datum 6277. Amended name of datum 5131 and added previous name as abbreviation; added abbreviation to vertCRS 5732. Changed remarks for tfm 1314 to refer to 1039 rather than 1036."
200305,5-2-2003,5-2-2003,Frank Warmerdam,Correct scale factor unit,,,NaN,"Amended unit of measure for scale factor from ""US survey foot"" to ""Unity""."
200323,6-8-2003,30-9-2003,Melita Kennedy; ESRI,Correct spelling of Portugal Selvagens transformation,,1889,NaN,Deprecated tfm 1889 and added replacement 1965. Amended area 2779 description from Portugal - Selvagens island (Madeira group) to Portugal - Selvagens islands (Madeira province).
200325,6-8-2003,30-9-2003,Melita Kennedy; ESRI,Correct spelling of Reunion transformation,,1933,NaN,Deprecated tfm 1933 and added replacement 1964. Amended remarks for reciprocal tfm 1926.
200402,6-1-2004,7-1-2004,Melita Kennedy; ESRI,Correct Netherlands transformation,,1961,NaN,Deprecated tfm 1961 and added replacement 1999.
200403,8-1-2004,8-1-2004,Melita Kennedy; ESRI,Correct tranformation variant,,,NaN,Deprecated tfms 1770 and 1772 and added replacements 1095-96.
200412,1-3-2004,27-4-2004,Reino Ruotsalainen; National Land Survey of Finland,Add Finnish data,,,NaN,Added proj 16065 and projCRS 3067; tfm 10098-99. In tfm 1638 and 1639 changed remarks.
20047,2-11-2004,14-4-2005,Martin Redford; Petro-Canada,Add Libya transformations,,1859,NaN,Added tfm 15707. Amended remarks and area of use for tfm 1859.
200502,6-1-2005,14-4-2005,Bernard Flaceliere; Total,Correct Syria transformation,,,NaN,Deprecated tfm 1585. Added tfms 15741-43. Added further remarks and accuracy for tfm 1584. Added further remarks for tfm 1586.
200513,30-3-2005,30-5-2005,Myles Sutherland; Trimble,Clarify NAD83 transformations,,,NaN,Added alias NAD83(CORS96) to tfms 1900 and 1901. Added accuracy statement to scope of tfm 1901. Removed alias NAD83(CSRS) from tfm 1901.
200582,15-12-2005,15-12-2005,Wayne Jauer; ExxonMobil,Correct Cameroon transformation.,,8646,NaN,Deprecated tfm 8646 and added replacement 8655.
200611,26-1-2006,3-2-2006,Shell,Add Brazil tfm.,,10090,NaN,Remarks regarding derivation from older Shell data added to tfm 10090.
200655,7-7-2006,30-7-2006,Torbjörn Westin; Spacemetric AB,Change Belgium tfm parameter,,,NaN,"For tfm 1609, changed scale difference from 0.999999 to -1ppm. For tfms 1609 and 15748-49, added remarks regarding scale difference parameter value."
200657,10-7-2006,21-9-2006,Bernard Flaceliere; Total,Add Libya data,,1859,NaN,"Added datum 6754, conversions 15582-83, projections 18310-19, CRSs 4754 4899 4900 3177 3190-99 3201-03, and tfms 15908-10. For tfm 1859, changed accuracy from 10m to 20m."
200683,28-8-2006,28-9-2006,APSG,Add Mexico Bay of Campeche transformations,,-15852,NaN,"Added area 3461-62 and tfms 15699 and 15913. For tfma 15852-55, changed tfm accuracy from 999 to 5 and amended scope to include accuracy statement."
200698,17-12-2006,29-12-2006,Martin Desruisseaux; Geomatys,Correct missing units from New Caledonia transformation,,15901,NaN,"For tfm 15901, added tfm parameter units."
2007001,4-1-2007,19-1-2007,Noel Zinn; ExxonMobil,Add Jamaica data,,,NaN,"Added areas 3478-79, datum 6758, conversions 15586-87, proj 19860, CRSs 3448-50 4758 4894-95, tfms 15925-26. For proj 19909-10 changed area of use code from 1128 to 3342, amended remarks regarding supersession. For tfms 1083-86 and 10086-88 changed area of use code from 1128 to 3342. For CRS 24200, added remarks regarding its supersession. Deprecated tfm 1086 and added replacement 15927."
2007008,18-1-2007,18-1-2007,"Bernard Flaceliere, Total",Correct Libya transformation,,15910,NaN,"Deprecated tfm 15910, added replacement 15924."
200703,21-2-2007,1-3-2007,Melita Kennedy; ESRI,Check Belgium transformation parameter values,,,NaN,"Deprecated tfms 15748-49, added replacements 15928-29."
2007042,22-3-2007,27-3-2007,Melita Kennedy; ESRI,Note that Spain NTv2 transformation file has non-conformant format,,,NaN,"For tfms 15895 and 15907, added supersession record. Added replacement tfms 15932-33."
2007048,23-3-2007,23-3-2007,Stefan Horvatin; softelec,Correct Oblique Mercator formula,,,NaN,See 2007.044.
2007069,25-7-2007,1-8-2007,Melita Kennedy; ESRI,Correct sense of France and New Caledonia emulation transformations,,,NaN,"Deprecated tfms 15940-42, 15944 and 15947 and added replacements 15958-62. For tfms 1053-54, 15939, 15943 and 15945, in remarks amended cross-referenced codes."
200707,28-7-2007,1-8-2007,Melita Kennedy; ESRI,Correct Greenland transformation,,15898,NaN,Deprecated tfm 15898 and added replacement 15957.
2008013,7-3-2008,14-3-2008,Melita Kennedy; ESRI,Correct Sweden transformation,,5430,NaN,"Added datums 5208-09 and vert CRSs 5613 and 5615. For datum 5117 and vert CRS 5718, amended remarks."
2008077,20-8-2008,7-11-2008,Wilbert Brink; Fugro,Add/amend offshore Nigeria transformations,,1754,NaN,"Added area 3590, tfm 15493. For tfm 1754, amended remarks. For tfms 1067, 1168, 1818, 1821, 1823, 15705-06 and 15755, amended tfm accuracy."
2009019,23-3-2009,2-6-2009,Estee Ashbridge; Fugro,Check Malaysia Sarawak transformation,,1852,NaN,Confirmed that dataset values are correct. Advised correpondent.
2009068,3-9-2009,5-9-2009,Jim Dunn; BlueMarble Geographics,Correct US transformation,,15930,NaN,Deprecated tfm 15930 and added replacement 4461.
2009095,10-11-2009,24-11-2009,Mikael Rittri; Carmenta AB,Correct Slovakia transformations,,,NaN,"Deprecated tfms 1624-25, added replacements 4827-29."
2009099,20-11-2009,24-11-2009,Ernst Eijkelenboom; ESRI Netherlands,Add Netherlands tfm data,,,NaN,Added replaced remarks to tfms 15739-40 and 15934. Retired tfms 15739-40 and 15934 and added replacements 4830-31 and 4833.
2009104,27-11-2009,13-2-2010,Mikael Rittri; Carmenta AB,Correct Brazil transformation,,,NaN,"Deprecated tfm 4070 and added replacement 4834. For tfm 4069, in remarks amended cross-referenced code from 4070 to 4834. Retired tfm 3972."
2010004,19-1-2010,30-3-2010,Gilles.Troispoux; CERTU,Review French Guiana transformation,,1907,NaN,Deprecated tfm 1907 and added replacement 4840.
2010012,4-2-2010,18-2-2010,Gail Nagle; BAE,Correct Tahiti transformation,,,NaN,"Deprecated tfm 15768, added replacement 4835. For tfm 15756, updated cross-referenced code."
2010049,23-4-2010,29-6-2010,Tony Blackburn; BP,Correct Jordan transformation accuracy.,,1087,NaN,"For tfm 1087, added accuracy value and removed remarks."
2010082,13-8-2010,2-11-2010,Pete Moreau; Anadarko,Amend Cote d'Ivoire tfm area of use,,1470,NaN,"For tfm 1470 changed area code from 2282 to 1075, added scope and remarks, amended accuracy."
2010093,26-10-2010,2-11-2010,Uwe.Feldmann-Westendorff@LGN,Correct Germany Lower Saxony transformation file name,,,NaN,For transformations 5073 to 5075 changed file name from NISA7P_53P to NISA7P_P53.
2011029,22-3-2011,9-5-2011,Jeff Konnen; ACT,Add Luxembourg transformations,,,NaN,Retired transformations 1078-79 and 1642-43; added replacements 5483-86.
2012036,20-3-2012,24-3-2012,Joel Grau Bellet; ICC,Add Spain Catalonia transfomation,,5166,NaN,"Added tfm 5661. For tfm 5166, amended remarks."
2012054,17-4-2012,18-4-2012,Joel Grau Bellet; ICC,Add Spain Catalonia aliases,,5661,NaN,"For tfm 5661, added ICC aliases."
2012024,8-2-2012,19-2-2012,Fernanda Nery; IGP,Correct Portugal transformation,,,NaN,"Deprecated tfm 8637 and added replacement tfm 5838. For tfm 5038, amended scope and accuracy. For tfm 1988, amended accuracy."
2012028,15-2-2012,24-3-2012,Mikael Rittri; Carmenta AB,Review tfm accuracies,,,NaN,"For tfms 1274 and 1539, amended scope. For tfms 1679 and 1682, amended scope and accuracy."
2012033,15-3-2012,24-3-2012,Mikael Rittri; Carmenta AB,Correct UK tfm scope,,5338,NaN,"For tfm 5338, corrected scope."
2019043,27-5-2019,17-7-2019,Thierry Gattacceca; IGN,Add France overseas territories vertical data,,,NaN,"Added datum 1250, CRS 9130 and transformations 9131-37 and 9187-88. For transformations 5502-06 and 5508, added supersession trail. For transformations 4566, 5212, 5507 and 5618, amended remarks."
2019045,21-6-2019,17-7-2019,Hagi Ronen; SoI,Add Israel transformation,,,NaN,"Added transformations 9186 and 9189. For transformation 6993, amended scope and remarks. For transformation 7140, amended scope."
2019065,23-9-2019,14-10-2019,M Kennedy; ESRI,Add US geoid18,,,NaN,"Added transformations 9229-9231. For transformations 6326 and 7646-7647, added supersession trail."
2012081,21-9-2012,26-11-2012,Melita Kennedy; ESRI,Correct Brunei transformation,,,NaN,"Deprecated transformation 5248 and added replacement 5878. For tfm 5249, in remarks amended cross-referenced tfm code."
2012092,21-11-2012,26-11-2012,Tom Owen; Mid Point Geo,Correct New Zealand tfm remarks,,1566,NaN,"For tfm 1566, in remarks corrcted cross reference to 1701."
2014006,10-2-2014,15-2-2014,Victor Minor; Blue Marble,Correct US transformation,,,NaN,"Deprecated transformation 8482 and added replacement 6739. For transformation 8622, in remarks amended cross-reference code."
201401,11-3-2014,1-5-2014,Christoph Smolka; OMV,Add OMV Africa data,,1470,NaN,"Added tfms 6872-74. For tfm 1470, amended remarks."
2014036,23-5-2014,28-7-2014,Michael Wilhite; Kelman,Correct US Alaska transformation remark,,15864,NaN,"For transformation 15864, in remarks corrected variant number of referenced transformation."
2014057,9-9-2014,21-11-2014,Richard Stanaway; Quickclose,Add Papua New Guinea transformations,,5662,NaN,Added areas 4124 and 4216 and transformations 6937-45. For transformation 5662 added replacement remarks.
201406,9-9-2014,21-11-2014,Jim Sibbald; ESRI UK,Add Ireland polynomial as NTv2,,,NaN,"Added transformations 6946 and 6947. For transformations 1041 and 1042, in remarks added cross reference."
2015016,14-3-2015,22-4-2015,Bernie Connors; SNB,Add Canada NB transformation remarks,,,NaN,"For transformation 1841 amended scope. For transformation 6209 amended, scope, accuracy (from 1.5m to 0.8m) and added remarks."
2016022,2-7-2016,13-7-2016,Thierry Gattacceca; IGN,Correct ITRF transformation,,6282,NaN,Deprecated transformation 6282 and added replacement 7814.
2016026,11-8-2016,16-9-2016,Roel Nicolai; Shell,Correct Albania transformations,,,NaN,Deprecated transformations 6963-64 and added replacements 7833-34.
2016032,14-9-2016,15-12-2016,Mark Greaves; OSGB,Review UK grid file transformation direction,,,NaN,"For transformations 7709 and 7710, updated file name to track change by OS. Deprecated transformations 1036, 1039 and 7708 and added replacements 7913, 7952 and 7953. Deprecated transformations 1681 and 15956. For transformation 5338, in remarks updated cross-referenced code."
2016036,21-9-2016,29-9-2016,Melita Kenndey;ESRI,Correct Australia transformation remarks,,15785,NaN,"For transformation 15785, in remarks corrected method name to NTv2."
2017022,15-5-2017,13-6-2017,Daniel Jaksa; GA,Add Australia NSW and SA projections,,17359,NaN,"Added CRSs 8058 and 8059. For projection 17359, amended name and added abbreviation."
2017033,1-8-2017,16-9-2017,"Thierry GATTACCECA, IGN",Add France transformations,,,NaN,"Added transformations 8270-72. For transformations 1923 and 10000-10003, added supersession trail."
2017055,14-12-2017,19-1-2018,Melita Kennedy; for ESRI Belgium,Add Belgium transformation data,,15929,NaN,"Added transformation 8369. For transformation 15929, amended version, scope and accuracy from 0.5m to 1m to compensate for tectonic plate motion since definition."
2018068,21-12-2018,14-1-2019,Thierry Gattacceca; IGN,Add France height correction model data,,8371,NaN,Added transformation 8885. Changed status of transformation 8371 to superseded.
2019026,18-4-2019,3-5-2019,Even Rouault; Spatialys,Correct CRS type for Costa Rica transformations,,,NaN,"Deprecated transformations 8913 and 8914, added replacements 8968 and 8969."
2019067,23-9-2019,14-10-2019,Thierry Gattacceca; IGN,Add St Pierre et Miquelon data,,9137,NaN,"Added transformation 9228. For transformation 9137, added supersession trail."
201907,23-9-2019,14-10-2019,"Dan Jaksa, GA",Amend Australia transformation remarks,,8048,NaN,"For transformation 8048, amended remarks."
2020011,30-1-2020,25-2-2020,Even Rouault; Spatialys,Correct Canada and France concatenated operations,,,NaN,"Deprecated concatenated operations 7810 and 8635 and added replacements 9337 and 9336 respectively. For concatenated operations 7811 and 8585, in remarks updated cross-referenced codes."
2020036,14-4-2020,30-4-2020,Jürgen Otter; BEV,Add Austria Vienna data,,9278,NaN,"Added area 4585, datum 1267, CRS 8881 and transformation 9371. For transformation 9278, amended name and added previous name as an alias."
2020104,23-10-2020,13-1-2021,Juergen Otter; BEV,Amend Austria transformations,,,NaN,"Deprecated transformation 9278. Added concatenated operation 9499 as replacement. For transformation 5891, corrected scope."
2014088,21-11-2014,4-1-2015,IOGP,Retire Papua New Guinea transformation,,5662,NaN,"For tfm 5662, changed status to retired and added supersession record."
2019048,15-7-2019,11-11-2019,IOGP,Review Canada transformations,,,NaN,"Deprecated transformations 1841, 1843-50, 6209 and 6648 and added replacements 9235-44 and 9246. For transformations 1688-89, 1691-92, 1696-97, 1702-03 and 1851, amended accuracy and scope, in remarks updated cross-referenced CRS name and code. Added datum 1256, CRS 9245 and transformation 9247. For datum 1127, amended name, anchor definition and remarks. For CRS 6647, amended name and remarks. For transformations 9124-25, amended name and remarks. For transformations 9106 and 9110, amended remarks."
2019049,15-7-2019,16-7-2019,IOGP,Add New Zealand supersession data,,,NaN,"For coordinate transformations 9084, 9086 and 9088 and concatenated operations 9094, 9096, 9098 and 9100, added supersession trails."
2019051,16-7-2019,17-7-2019,IOGP,Add New Zealand supersession data,,,NaN,"For coordinate transformations 9085, 9087 and 9089 and concatenated operations 9095, 9097 and 9101, added supersession trails."
2019056,16-8-2019,17-9-2019,IOGP,Correct Germany transformation accuracies,,,NaN,"For transformations 1778-80 and 15867-68, amended scope and transformation accuracy to 1m. For transformation 15948, amended transformation accuracy to 0.9m."
2019059,12-9-2019,17-9-2019,IOGP,Update remarks in Pseudo Plate Carre method,,9825,NaN,"For method 9825, in remarks corrected cross-referenced code.from 9823 (deprecated) to 1029."
2019061,17-9-2019,17-9-2019,IOGP,Amend Angola remarks,,,NaN,"For CRSs 22032-33 and transformation 1322, removed alias remarks."
2019063,19-9-2019,19-9-2019,IOGP,Correct Southern North Sea transformation,,9223,NaN,Deprecated transformation 9223 and added replacement 9225.
2014092,14-12-2014,4-1-2015,IOGP,Correct ITRF epoch dates,,,NaN,"For datums 6648-51, 6653-54, 6656 and 6896, amended info source, realisation epoch and remarks. For datums 1061, 6652 and 6655, amended info source and remarks."
2015003,18-1-2015,28-1-2015,IOGP,Add Luxembourg transformation remarks,,,NaN,"For transformations 1642 and 1078, in remarks added replacement information."
2015005,28-1-2015,12-2-2015,IOGP,Update EVRF2007 records,,,NaN,"For datum 5215, amended anchor definitiuon. For CRS 5621, amended remarks."
2015006,2-2-2015,12-2-2015,IOGP,Add Netherlands data,,4289,NaN,"Added transformations 7000 and 7001. For CRS 4289, added remark."
