UOM_CODE,UNIT_OF_MEAS_NAME,UNIT_OF_MEAS_TYPE,TARGET_UOM_CODE,FACTOR_B,FACTOR_C,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,DEPRECATED
9039,Clarke's link,length,9001,2.01166E+11,1,"=1/100 Clarke's chain. Assumes Clarke's 1865 ratio of 1 British foot = 0.3047972654 French legal metres applies to the international metre.   Used in older Australian, southern African & British West Indian mapping.",Australian Land Information Group  www.auslig.gov.au,EPSG,25-11-2015,1997.233 1999.990 2005.370 2005.460 2015.062,0
9040,British yard (Sears 1922),length,9001,36,39370147,Uses Sear's 1922 British yard-metre ratio as given by Bomford as 39.370147 inches per metre.  Used in East Malaysian and older New Zealand mapping.,"G. Bomford ""Geodesy"" 2nd edition 1962; after J.S.Clark ""Remeasurement of the Old Length Standards""; Empire Survey Review no. 90; 1953.",EPSG,25-11-2015,1997.233 1999.990 2015.062,0
9041,British foot (Sears 1922),length,9001,12,39370147,Uses Sear's 1922 British yard-metre ratio as given by Bomford as 39.370147 inches per metre.  Used in East Malaysian and older New Zealand mapping.,"G. Bomford ""Geodesy"" 2nd edition 1962; after J.S.Clark ""Remeasurement of the Old Length Standards""; Empire Survey Review no. 90; 1953.",EPSG,25-11-2015,1997.233 1999.990 2015.062,0
9042,British chain (Sears 1922),length,9001,792,39370147,Uses Sear's 1922 British yard-metre ratio as given by Bomford as 39.370147 inches per metre.  Used in East Malaysian and older New Zealand mapping.,"G. Bomford ""Geodesy"" 2nd edition 1962; after J.S.Clark ""Remeasurement of the Old Length Standards""; Empire Survey Review no. 90; 1953.",EPSG,25-11-2015,1997.233 1999.990 2015.062,0
9043,British link (Sears 1922),length,9001,792,39370147,Uses Sear's 1922 British yard-metre ratio as given by Bomford as 39.370147 inches per metre.  Used in East Malaysian and older New Zealand mapping.,"G. Bomford ""Geodesy"" 2nd edition 1962; after J.S.Clark ""Remeasurement of the Old Length Standards""; Empire Survey Review no. 90; 1953.",EPSG,25-11-2015,1997.233 1999.990 2015.062,0
9050,British yard (Benoit 1895 A),length,9001,9143992,1,Uses Benoit's 1895 British yard-metre ratio as given by Clark as 0.9143992 metres per yard.  Used for deriving metric size of ellipsoid in Palestine.,"J.S.Clark; ""Remeasurement of the Old Length Standards""; Empire Survey Review no. 90; 1953.",EPSG,25-11-2015,1997.233 1999.990 2006.260 2015.062,0
9051,British foot (Benoit 1895 A),length,9001,9143992,3,Uses Benoit's 1895 British yard-metre ratio as given by Clark as 0.9143992 metres per yard.  Used for deriving metric size of ellipsoid in Palestine.,"J.S.Clark; ""Remeasurement of the Old Length Standards""; Empire Survey Review no. 90; 1953.",EPSG,25-11-2015,1997.233 1999.990 2006.260 2015.062,0
9052,British chain (Benoit 1895 A),length,9001,201167824,1,Uses Benoit's 1895 British yard-metre ratio as given by Clark as 0.9143992 metres per yard.  Used for deriving metric size of ellipsoid in Palestine.,"J.S.Clark; ""Remeasurement of the Old Length Standards""; Empire Survey Review no. 90; 1953.",EPSG,25-11-2015,1997.233 1999.990 2006.260 2015.062,0
9053,British link (Benoit 1895 A),length,9001,201167824,1,Uses Benoit's 1895 British yard-metre ratio as given by Clark as 0.9143992 metres per yard.  Used for deriving metric size of ellipsoid in Palestine.,"J.S.Clark; ""Remeasurement of the Old Length Standards""; Empire Survey Review no. 90; 1953.",EPSG,25-11-2015,1997.233 1999.990 2006.260 2015.062,0
9060,British yard (Benoit 1895 B),length,9001,36,39370113,"G. Bomford ""Geodesy"" 2nd edition 1962; after J.S.Clark ""Remeasurement of the Old Length Standards""; Empire Survey Review no. 90; 1953.","G. Bomford ""Geodesy"" 2nd edition 1962; after J.S.Clark ""Remeasurement of the Old Length Standards""; Empire Survey Review no. 90; 1953.",EPSG,25-11-2015,1997.233 1999.990 2015.062,0
9061,British foot (Benoit 1895 B),length,9001,12,39370113,Uses Benoit's 1895 British yard-metre ratio as given by Bomford as 39.370113 inches per metre.  Used in West Malaysian mapping.,"G. Bomford ""Geodesy"" 2nd edition 1962; after J.S.Clark ""Remeasurement of the Old Length Standards""; Empire Survey Review no. 90; 1953.",EPSG,25-11-2015,1997.233 1999.990 2015.062,0
9062,British chain (Benoit 1895 B),length,9001,792,39370113,Uses Benoit's 1895 British yard-metre ratio as given by Bomford as 39.370113 inches per metre.  Used in West Malaysian mapping.,"G. Bomford ""Geodesy"" 2nd edition 1962; after J.S.Clark ""Remeasurement of the Old Length Standards""; Empire Survey Review no. 90; 1953.",EPSG,25-11-2015,1997.233 1999.990 2015.062,0
9063,British link (Benoit 1895 B),length,9001,792,39370113,Uses Benoit's 1895 British yard-metre ratio as given by Bomford as 39.370113 inches per metre.  Used in West Malaysian mapping.,"G. Bomford; ""Geodesy""; 3rd edition 1975",EPSG,25-11-2015,1997.233 1999.990 2015.062,0
9070,British foot (1865),length,9001,9144025,3,Uses Clark's estimate of 1853-1865 British foot-metre ratio of 0.9144025 metres per yard.  Used in 1962 and 1975 estimates of Indian foot.,"J.S.Clark; ""Remeasurement of the Old Length Standards""; Empire Survey Review no. 90; 1953.",EPSG,25-11-2015,1997.233 1999.990 2015.062,0
9080,Indian foot,length,9001,12,39370142,Indian Foot = 0.99999566 British feet (A.R.Clarke 1865).  British yard (= 3 British feet) taken to be J.S.Clark's 1865 value of 0.9144025 metres.,"G. Bomford; ""The Re-adjustment of the Indian Triangulation""; Survey of India Professional Paper 28; 1939.",EPSG,25-11-2015,1997.231 1999.990 2015.062,0
9081,Indian foot (1937),length,9001,30479841,1,Indian Foot = 0.99999566 British feet (A.R.Clarke 1865).  British foot taken to be 1895 Benoit value of 12/39.370113m.  Rounded to 8 decimal places as 0.30479841. Used from Bangladesh to Vietnam.  Previously used in India and Pakistan but superseded.,"G. Bomford; ""The Re-adjustment of the Indian Triangulation""; Survey of India Professional Paper 28; 1939.",EPSG,25-11-2015,1997.231 1999.990 2015.062,0
9082,Indian foot (1962),length,9001,3047996,1,Indian Foot = 0.99999566 British feet (A.R.Clarke 1865).  British yard (3 feet) taken to be J.S. Clark's 1865 value of 0.9144025m. Rounded to 7 significant figures with a small error as 1 Ind ft=0.3047996m.  Used in Pakistan since metrication.,"G. Bomford; ""Geodesy""; 2nd edition 1962",EPSG,25-11-2015,1997.231 1999.990 2007.011 2015.062,0
9083,Indian foot (1975),length,9001,3047995,1,Indian Foot = 0.99999566 British feet (A.R.Clarke 1865).  British yard (3 feet) taken to be J.S. Clark's 1865 value of 0.9144025m. Rounded to 7 significant figures as 1 Ind ft=0.3047995m.  Used in India since metrication.,"G. Bomford; ""Geodesy""; 3rd edition 1975",EPSG,25-11-2015,1997.231 1999.990 2007.011 2015.062,0
9084,Indian yard,length,9001,36,39370142,Indian Foot = 0.99999566 British feet (A.R.Clarke 1865).  British yard (= 3 British feet) taken to be J.S.Clark's 1865 value of 0.9144025 metres.,"G. Bomford; ""The Re-adjustment of the Indian Triangulation""; Survey of India Professional Paper 28; 1939.",EPSG,25-11-2015,1997.231 1999.990 2015.062,0
9085,Indian yard (1937),length,9001,91439523,1,Indian Foot = 0.99999566 British feet (A.R.Clarke 1865).  British foot taken to be 1895 Benoit value of 12/39.370113m.  Rounded to 8 decimal places as 0.30479841. Used from Bangladesh to Vietnam.  Previously used in India and Pakistan but superseded.,"G. Bomford; ""The Re-adjustment of the Indian Triangulation""; Survey of India Professional Paper 28; 1939.",EPSG,25-11-2015,1997.231 1999.990 2015.062,0
9086,Indian yard (1962),length,9001,9143988,1,Indian Foot = 0.99999566 British feet (A.R.Clarke 1865).  British yard (3 feet) taken to be J.S. Clark's 1865 value of 0.9144025m. Rounded to 7 significant figures with a small error as 1 Ind ft=0.3047996m.  Used in Pakistan since metrication.,"G. Bomford; ""Geodesy""; 2nd edition 1962",EPSG,25-11-2015,1997.231 1999.990 2007.011 2015.062,0
9087,Indian yard (1975),length,9001,9143985,1,Indian Foot = 0.99999566 British feet (A.R.Clarke 1865).  British yard (3 feet) taken to be J.S. Clark's 1865 value of 0.9144025m. Rounded to 7 significant figures as 1 Ind ft=0.3047995m.  Used in India since metrication.,"G. Bomford; ""Geodesy""; 3rd edition 1975",EPSG,25-11-2015,1997.231 1999.990 2007.011 2015.062,0
9093,Statute mile,length,9001,1609344,1,=5280 feet,OGP,EPSG,25-11-2015,2015.062,0
9094,Gold Coast foot,length,9001,6378300,20926201,"Used in Ghana and some adjacent parts of British west Africa prior to metrication, except for the metrication of projection defining parameters when British foot (Sears 1922) used.",Ordnance Survey International,EPSG,25-11-2015,2000.861 2015.062,0
9095,British foot (1936),length,9001,3048007491,1,For the 1936 retriangulation OSGB defines the relationship of 10 feet of 1796 to the International metre through the logarithmic relationship (10^0.48401603 exactly). 1 ft = 0.3048007491…m. Also used for metric conversions in Ireland.,"1. ""The Retriangulation of Great Britain"", Ordnance Survey of Great Britain.
2. ""The Irish Grid - A Description of the Co-ordinate Reference System"" published by Ordnance Survey of Ireland, Dublin and Ordnance Survey of Northern Ireland, Belfast.",EPSG,25-11-2015,2002.621 2006.932 2015.062,0
9096,yard,length,9001,9144,1,=3 international feet.,OGP,EPSG,25-11-2015,2015.062,0
9097,chain,length,9001,201168,1,=22 international yards or 66 international feet.,OGP,EPSG,25-11-2015,2015.062,0
9098,link,length,9001,201168,100,=1/100 international chain.,OGP,EPSG,25-11-2015,2015.062,0
9099,British yard (Sears 1922 truncated),length,9001,914398,1,Uses Sear's 1922 British yard-metre ratio (UoM code 9040) truncated to 6 significant figures.,Defence Geographic Centre,EPSG,25-11-2015,2006.901 2015.062,0
9102,degree,angle,9101,3.14159E+14,180,= pi/180 radians,NaN,EPSG,25-11-2015,1996.220 2002.860 2015.062,0
9103,arc-minute,angle,9101,3.14159E+14,10800,1/60th degree = ((pi/180) / 60) radians,NaN,EPSG,25-11-2015,1996.220 2002.860 2015.062,0
9104,arc-second,angle,9101,3.14159E+14,648000,1/60th arc-minute = ((pi/180) / 3600) radians,NaN,EPSG,25-11-2015,1996.220 2002.860 2015.062,0
9105,grad,angle,9101,3.14159E+14,200,=pi/200 radians.,OGP,EPSG,25-11-2015,1996.220 1999.050 2002.860 2015.062,0
9107,degree minute second,angle,9102,#NUM!,#NUM!,"Degree representation. Format: signed degrees (integer) - arc-minutes (integer) - arc-seconds (real, any precision). Different symbol sets are in use as field separators, for example º ' "". Convert to degrees using algorithm.",OGP,EPSG,25-11-2015,1996.190 2002.070 2002.780 2015.062,0
9108,degree minute second hemisphere,angle,9102,#NUM!,#NUM!,"Degree representation. Format: degrees (integer) - arc-minutes (integer) - arc-seconds (real) - hemisphere abbreviation (single character N S E or W). Different symbol sets are in use as field separators for example º ' "". Convert to deg using algorithm.",OGP,EPSG,25-11-2015,1996.190 2002.070 2002.780 2015.062,0
9112,centesimal minute,angle,9101,3.14159E+14,20000,1/100 of a grad and gon = ((pi/200) / 100) radians,http://www.geodesy.matav.hu/,EPSG,25-11-2015,1998.480 1999.510 2002.860 2005.460 2015.062,0
9113,centesimal second,angle,9101,3.14159E+14,2000000,"1/100 of a centesimal minute or 1/10,000th of a grad and gon = ((pi/200) / 10000) radians",http://www.geodesy.matav.hu/,EPSG,25-11-2015,1999.510 2002.860 2005.460 2015.062,0
9114,mil_6400,angle,9101,3.14159E+14,3200,Angle subtended by 1/6400 part of a circle.  Approximates to 1/1000th radian.  Note that other approximations (notably 1/6300 circle and 1/6000 circle) also exist.,http://www.geodesy.matav.hu/,EPSG,25-11-2015,1999.510 2005.460 2015.062,0
9115,degree minute,angle,9102,#NUM!,#NUM!,"Degree representation. Format: signed degrees (integer)  - arc-minutes (real, any precision). Different symbol sets are in use as field separators, for example º '. Convert to degrees using algorithm.",OGP,EPSG,25-11-2015,2002.780 2015.062,0
9116,degree hemisphere,angle,9102,#NUM!,#NUM!,"Degree representation. Format: degrees (real, any precision) - hemisphere abbreviation (single character N S E or W). Convert to degrees using algorithm.",OGP,EPSG,25-11-2015,2015.062,0
9117,hemisphere degree,angle,9102,#NUM!,#NUM!,"Degree representation. Format: hemisphere abbreviation (single character N S E or W) - degrees (real, any precision). Convert to degrees using algorithm.",OGP,EPSG,25-11-2015,2015.062,0
9118,degree minute hemisphere,angle,9102,#NUM!,#NUM!,"Degree representation. Format: degrees (integer) - arc-minutes (real, any precision) - hemisphere abbreviation (single character N S E or W). Different symbol sets are in use as field separators, for example º '. Convert to degrees using algorithm.",OGP,EPSG,25-11-2015,2015.062,0
9119,hemisphere degree minute,angle,9102,#NUM!,#NUM!,"Degree representation. Format:  hemisphere abbreviation (single character N S E or W) - degrees (integer) - arc-minutes (real, any precision). Different symbol sets are in use as field separators, for example º '. Convert to degrees using algorithm.",OGP,EPSG,25-11-2015,2015.062,0
9120,hemisphere degree minute second,angle,9102,#NUM!,#NUM!,"Degree representation. Format: hemisphere abbreviation (single character N S E or W) - degrees (integer) - arc-minutes (integer) - arc-seconds (real). Different symbol sets are in use as field separators for example º ' "". Convert to deg using algorithm.",OGP,EPSG,25-11-2015,2015.062,0
9122,degree (supplier to define representation),angle,9101,3.14159E+14,180,"= pi/180 radians. The degree representation (e.g. decimal, DMSH, etc.) must be clarified by suppliers of data associated with this code.",OGP,EPSG,25-11-2015,2015.062,0
9202,parts per million,scale,9201,1,1000000,NaN,NaN,EPSG,25-11-2015,2013.021 2013.037 2015.062,0
9300,British foot (Sears 1922 truncated),length,9001,914398,3,"Uses Sear's 1922 British yard-metre ratio (UoM code 9040) truncated to 6 significant figures; this truncated ratio (0.914398, UoM code 9099) then converted to other imperial units. 3 ftSe(T) = 1 ydSe(T).",Defence Geographic Centre,EPSG,25-11-2015,2006.901 2015.062,0
9301,British chain (Sears 1922 truncated),length,9001,20116756,1,"Uses Sear's 1922 British yard-metre ratio (UoM code 9040) truncated to 6 significant figures; this truncated ratio (0.914398, UoM code 9099) then converted to other imperial units. 1 chSe(T) = 22 ydSe(T). Used in metrication of Malaya RSO grid.",Defence Geographic Centre,EPSG,25-11-2015,2006.901 2015.062,0
9302,British link (Sears 1922 truncated),length,9001,20116756,100,"Uses Sear's 1922 British yard-metre ratio (UoM code 9040) truncated to 6 significant figures; this truncated ratio (0.914398, UoM code 9099) then converted to other imperial units. 100 lkSe(T) = 1 chSe(T).",Defence Geographic Centre,EPSG,25-11-2015,2006.901 2015.062,0
1026,metre per second,length,1026,1,1,SI coherent derived unit (standard unit) for velocity.,"Bureau International des Poids et Mesures (BIPM), www.bipm.org",EPSG,29-5-2018,2013.021 2015.062 2018.028,0
1027,millimetres per year,length,1026,1,31556925445,Year taken to be IUGS definition of 31556925.445 seconds; see UoM code 1029.,ISO 1000.,EPSG,2-9-2013,2013.021 2013.042,0
1028,parts per billion,scale,9201,1,1000000000,"Billion is internationally ambiguous, in different languages being 1E+9 and 1E+12. One billion taken here to be 1E+9.",OGP,EPSG,29-5-2013,2013.021,0
1029,year,time,1040,31556925445,1,NaN,"International Union of Geological Sciences (IUGS) and International Union of Pure and Applied Chemistry (IUPAC). Pure Appl. Chem., Vol. 83, No. 5, pp. 1159–1162, 2011.",EPSG,28-5-2013,2013.021,0
1030,parts per billion per year,scale,1036,1,3.15569E+26,"Year taken to be IUGS definition of 31556925.445 seconds; see UoM code 1029. Billion is internationally ambiguous, in different languages being 1E+9 and 1E+12. One billion taken here to be 1E+9.",ISO 1000.,EPSG,24-6-2015,2013.021 2013.042 2013.067 2015.036,0
1032,milliarc-seconds per year,angle,1035,3.14159E+14,2.04489E+28,= ((pi/180) / 3600 / 1000) radians per year. Year taken to be IUGS definition of 31556925.445 seconds; see UoM code 1029.,NaN,EPSG,2-9-2013,2013.021 2013.042,0
1034,centimetres per year,length,1026,1,31556925445,Year taken to be IUGS definition of 31556925.445 seconds; see UoM code 1029.,ISO 1000.,EPSG,2-9-2013,2013.021 2013.042,0
1035,radian per second,angle,1035,1,1,SI coherent derived unit (standard unit) for angular velocity.,"Bureau International des Poids et Mesures (BIPM), www.bipm.org",EPSG,29-5-2018,2013.021 2015.062 2018.028,0
1036,unity per second,scale,1036,1,1,EPSG standard unit for scale rate. SI coherent derived unit (standard unit) for dimensionless quantity velocity.,OGP,EPSG,29-5-2018,2013.021 2018.028,0
1040,second,time,1040,1,1,SI base unit for time. Not to be confused with the angle unit arc-second.,"Bureau International des Poids et Mesures (BIPM), www.bipm.org",EPSG,29-5-2018,2013.021 2015.062 2018.028,0
1041,parts per million per year,scale,1036,1,3.15569E+13,Year taken to be IUGS definition of 31556925.445 seconds; see UoM code 1029.,NaN,EPSG,2-9-2013,2013.021 2013.037 2013.042,0
1042,metres per year,length,1026,1,31556925445,Year taken to be IUGS definition of 31556925.445 seconds; see UoM code 1029.,OGP,EPSG,2-9-2013,2013.021 2013.042,0
1043,arc-seconds per year,angle,1035,3.14159E+14,2.04489E+13,=((pi/180) / 3600) radians per year. Year taken to be IUGS definition of 31556925.445 seconds; see UoM code 1029.,NaN,EPSG,6-3-2015,2013.021 2013.042 2015.014,0
9001,metre,length,9001,1,1,SI base unit for length.,"Bureau International des Poids et Mesures (BIPM), www.bipm.org",EPSG,29-5-2018,2015.062 2018.028,0
9101,radian,angle,9101,1,1,SI coherent derived unit (standard unit) for plane angle.,"Bureau International des Poids et Mesures (BIPM), www.bipm.org",EPSG,29-5-2018,2015.062 2018.028,0
9106,gon,angle,9101,3.14159E+14,200,=pi/200 radians,NaN,EPSG,18-11-2002,1996.220 2002.860 2015.062,1
9109,microradian,angle,9101,1,1000000,rad * 10E-6,ISO 1000.,EPSG,18-10-1996,1999.050,0
9110,sexagesimal DMS,angle,9102,#NUM!,#NUM!,Pseudo unit. Format: signed degrees - period - minutes (2 digits) - integer seconds (2 digits) - fraction of seconds (any precision). Must include leading zero in minutes and seconds and exclude decimal point for seconds. Convert to deg using algorithm.,OGP,EPSG,15-12-2016,2002.270 2002.780 2008.020 2015.062 2016.047,0
9111,sexagesimal DM,angle,9102,#NUM!,#NUM!,Pseudo unit. Format: signed degrees - period - integer minutes (2 digits) - fraction of minutes (any precision). Must include leading zero in minutes and exclude decimal point for minutes. Convert to degree using algorithm.,OGP,EPSG,15-12-2016,2002.070 2002.780 2015.062 2016.047,0
9121,sexagesimal DMS.s,angle,9104,#NUM!,#NUM!,Pseudo unit. Format: signed degrees - minutes (2 digits) - integer seconds (2 digits) - period - fraction of seconds (any precision). Must include leading zero in minutes and seconds and include decimal point for seconds. Convert to deg using algorithm.,ISO 6709:1983.,EPSG,15-12-2016,2015.062 2016.047,0
9201,unity,scale,9201,1,1,"EPSG standard unit for scale. SI coherent derived unit (standard unit) for dimensionless quantity, expressed by the number one but this is not explicitly shown.",EPSG,EPSG,29-5-2018,2015.062 2018.028,0
9203,coefficient,scale,9201,1,1,Used when parameters are coefficients.  They inherently take the units which depend upon the term to which the coefficient applies.,OGP,EPSG,14-9-2004,2004.530,0
9204,Bin width 330 US survey feet,length,9001,3960,3937,NaN,OGP,EPSG,19-10-2000,2000.590 2011.106,1
9205,Bin width 165 US survey feet,length,9001,1980,3937,NaN,OGP,EPSG,19-10-2000,2000.590 2011.106,1
9206,Bin width 82.5 US survey feet,length,9001,990,3937,NaN,OGP,EPSG,19-10-2000,2000.590 2011.106,1
9207,Bin width 37.5 metres,length,9001,375,1,NaN,OGP,EPSG,19-10-2000,2000.590 2011.106,1
9208,Bin width 25 metres,length,9001,25,1,NaN,OGP,EPSG,19-10-2000,2000.590 2011.106,1
9209,Bin width 12.5 metres,length,9001,125,1,NaN,OGP,EPSG,19-10-2000,2000.590 2011.106,1
9210,Bin width 6.25 metres,length,9001,625,1,NaN,OGP,EPSG,19-10-2000,2000.590 2011.106,1
9211,Bin width 3.125 metres,length,9001,3125,1,NaN,OGP,EPSG,19-10-2000,2000.590 2011.106,1
1024,(bin),scale,9201,1,1,Ordinal coordinate systems are sequential counts and are unitless; this is a placeholder.,IOGP,EPSG,9-8-2020,2011.106 2020.048,0
